id	sample	pdf	stem	hancomVersion	variant	sourceFormat	oracleRoot	family
samples/re-03-latin-only-empty-hancom.hwp::pdf/re-03-latin-only-empty-hancom-hwp-2020.pdf	samples/re-03-latin-only-empty-hancom.hwp	pdf/re-03-latin-only-empty-hancom-hwp-2020.pdf	re-03-latin-only-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-03-latin-only-hancom.hwp::pdf/re-03-latin-only-hancom-2022.pdf	samples/re-03-latin-only-hancom.hwp	pdf/re-03-latin-only-hancom-2022.pdf	re-03-latin-only-hancom	2022	2022	hwp	pdf	other
samples/re-03-latin-only-hancom.hwp::pdf/re-03-latin-only-hancom-hwp-2020.pdf	samples/re-03-latin-only-hancom.hwp	pdf/re-03-latin-only-hancom-hwp-2020.pdf	re-03-latin-only-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-04-digit-only-empty-hancom.hwp::pdf/re-04-digit-only-empty-hancom-2022.pdf	samples/re-04-digit-only-empty-hancom.hwp	pdf/re-04-digit-only-empty-hancom-2022.pdf	re-04-digit-only-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-04-digit-only-empty-hancom.hwp::pdf/re-04-digit-only-empty-hancom-hwp-2020.pdf	samples/re-04-digit-only-empty-hancom.hwp	pdf/re-04-digit-only-empty-hancom-hwp-2020.pdf	re-04-digit-only-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-04-digit-only-hancom.hwp::pdf/re-04-digit-only-hancom-2022.pdf	samples/re-04-digit-only-hancom.hwp	pdf/re-04-digit-only-hancom-2022.pdf	re-04-digit-only-hancom	2022	2022	hwp	pdf	other
samples/re-04-digit-only-hancom.hwp::pdf/re-04-digit-only-hancom-hwp-2020.pdf	samples/re-04-digit-only-hancom.hwp	pdf/re-04-digit-only-hancom-hwp-2020.pdf	re-04-digit-only-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-05-mixed-koen-empty-hancom.hwp::pdf/re-05-mixed-koen-empty-hancom-2022.pdf	samples/re-05-mixed-koen-empty-hancom.hwp	pdf/re-05-mixed-koen-empty-hancom-2022.pdf	re-05-mixed-koen-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-05-mixed-koen-empty-hancom.hwp::pdf/re-05-mixed-koen-empty-hancom-hwp-2020.pdf	samples/re-05-mixed-koen-empty-hancom.hwp	pdf/re-05-mixed-koen-empty-hancom-hwp-2020.pdf	re-05-mixed-koen-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-05-mixed-koen-hancom.hwp::pdf/re-05-mixed-koen-hancom-2022.pdf	samples/re-05-mixed-koen-hancom.hwp	pdf/re-05-mixed-koen-hancom-2022.pdf	re-05-mixed-koen-hancom	2022	2022	hwp	pdf	other
samples/re-05-mixed-koen-hancom.hwp::pdf/re-05-mixed-koen-hancom-hwp-2020.pdf	samples/re-05-mixed-koen-hancom.hwp	pdf/re-05-mixed-koen-hancom-hwp-2020.pdf	re-05-mixed-koen-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-06-punctuation-empty-hancom.hwp::pdf/re-06-punctuation-empty-hancom-2022.pdf	samples/re-06-punctuation-empty-hancom.hwp	pdf/re-06-punctuation-empty-hancom-2022.pdf	re-06-punctuation-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-06-punctuation-empty-hancom.hwp::pdf/re-06-punctuation-empty-hancom-hwp-2020.pdf	samples/re-06-punctuation-empty-hancom.hwp	pdf/re-06-punctuation-empty-hancom-hwp-2020.pdf	re-06-punctuation-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-06-punctuation-hancom.hwp::pdf/re-06-punctuation-hancom-2022.pdf	samples/re-06-punctuation-hancom.hwp	pdf/re-06-punctuation-hancom-2022.pdf	re-06-punctuation-hancom	2022	2022	hwp	pdf	other
samples/re-06-punctuation-hancom.hwp::pdf/re-06-punctuation-hancom-hwp-2020.pdf	samples/re-06-punctuation-hancom.hwp	pdf/re-06-punctuation-hancom-hwp-2020.pdf	re-06-punctuation-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-align-center-empty-hancom.hwp::pdf/re-align-center-empty-hancom-2022.pdf	samples/re-align-center-empty-hancom.hwp	pdf/re-align-center-empty-hancom-2022.pdf	re-align-center-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-align-center-empty-hancom.hwp::pdf/re-align-center-empty-hancom-hwp-2020.pdf	samples/re-align-center-empty-hancom.hwp	pdf/re-align-center-empty-hancom-hwp-2020.pdf	re-align-center-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-align-center-hancom.hwp::pdf/re-align-center-hancom-2022.pdf	samples/re-align-center-hancom.hwp	pdf/re-align-center-hancom-2022.pdf	re-align-center-hancom	2022	2022	hwp	pdf	other
samples/re-align-center-hancom.hwp::pdf/re-align-center-hancom-hwp-2020.pdf	samples/re-align-center-hancom.hwp	pdf/re-align-center-hancom-hwp-2020.pdf	re-align-center-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-align-justify-empty-hancom.hwp::pdf/re-align-justify-empty-hancom-2022.pdf	samples/re-align-justify-empty-hancom.hwp	pdf/re-align-justify-empty-hancom-2022.pdf	re-align-justify-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-align-justify-empty-hancom.hwp::pdf/re-align-justify-empty-hancom-hwp-2020.pdf	samples/re-align-justify-empty-hancom.hwp	pdf/re-align-justify-empty-hancom-hwp-2020.pdf	re-align-justify-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-align-justify-hancom.hwp::pdf/re-align-justify-hancom-2022.pdf	samples/re-align-justify-hancom.hwp	pdf/re-align-justify-hancom-2022.pdf	re-align-justify-hancom	2022	2022	hwp	pdf	other
samples/re-align-justify-hancom.hwp::pdf/re-align-justify-hancom-hwp-2020.pdf	samples/re-align-justify-hancom.hwp	pdf/re-align-justify-hancom-hwp-2020.pdf	re-align-justify-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-align-left-empty-hancom.hwp::pdf/re-align-left-empty-hancom-2022.pdf	samples/re-align-left-empty-hancom.hwp	pdf/re-align-left-empty-hancom-2022.pdf	re-align-left-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-align-left-empty-hancom.hwp::pdf/re-align-left-empty-hancom-hwp-2020.pdf	samples/re-align-left-empty-hancom.hwp	pdf/re-align-left-empty-hancom-hwp-2020.pdf	re-align-left-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-align-left-hancom.hwp::pdf/re-align-left-hancom-2022.pdf	samples/re-align-left-hancom.hwp	pdf/re-align-left-hancom-2022.pdf	re-align-left-hancom	2022	2022	hwp	pdf	other
samples/re-align-left-hancom.hwp::pdf/re-align-left-hancom-hwp-2020.pdf	samples/re-align-left-hancom.hwp	pdf/re-align-left-hancom-hwp-2020.pdf	re-align-left-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-align-right-empty-hancom.hwp::pdf/re-align-right-empty-hancom-2022.pdf	samples/re-align-right-empty-hancom.hwp	pdf/re-align-right-empty-hancom-2022.pdf	re-align-right-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-align-right-empty-hancom.hwp::pdf/re-align-right-empty-hancom-hwp-2020.pdf	samples/re-align-right-empty-hancom.hwp	pdf/re-align-right-empty-hancom-hwp-2020.pdf	re-align-right-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-align-right-hancom.hwp::pdf/re-align-right-hancom-2022.pdf	samples/re-align-right-hancom.hwp	pdf/re-align-right-hancom-2022.pdf	re-align-right-hancom	2022	2022	hwp	pdf	other
samples/re-align-right-hancom.hwp::pdf/re-align-right-hancom-hwp-2020.pdf	samples/re-align-right-hancom.hwp	pdf/re-align-right-hancom-hwp-2020.pdf	re-align-right-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-eng-mixed-batang-arial-empty-hancom.hwp::pdf/re-eng-mixed-batang-arial-empty-hancom-2022.pdf	samples/re-eng-mixed-batang-arial-empty-hancom.hwp	pdf/re-eng-mixed-batang-arial-empty-hancom-2022.pdf	re-eng-mixed-batang-arial-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-batang-arial-empty-hancom.hwp::pdf/re-eng-mixed-batang-arial-empty-hancom-hwp-2020.pdf	samples/re-eng-mixed-batang-arial-empty-hancom.hwp	pdf/re-eng-mixed-batang-arial-empty-hancom-hwp-2020.pdf	re-eng-mixed-batang-arial-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-mixed-batang-empty-hancom.hwp::pdf/re-eng-mixed-batang-empty-hancom-2022.pdf	samples/re-eng-mixed-batang-empty-hancom.hwp	pdf/re-eng-mixed-batang-empty-hancom-2022.pdf	re-eng-mixed-batang-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-batang-empty-hancom.hwp::pdf/re-eng-mixed-batang-empty-hancom-hwp-2020.pdf	samples/re-eng-mixed-batang-empty-hancom.hwp	pdf/re-eng-mixed-batang-empty-hancom-hwp-2020.pdf	re-eng-mixed-batang-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-mixed-batangche-empty-hancom.hwp::pdf/re-eng-mixed-batangche-empty-hancom-2022.pdf	samples/re-eng-mixed-batangche-empty-hancom.hwp	pdf/re-eng-mixed-batangche-empty-hancom-2022.pdf	re-eng-mixed-batangche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-batangche-empty-hancom.hwp::pdf/re-eng-mixed-batangche-empty-hancom-hwp-2020.pdf	samples/re-eng-mixed-batangche-empty-hancom.hwp	pdf/re-eng-mixed-batangche-empty-hancom-hwp-2020.pdf	re-eng-mixed-batangche-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-mixed-dotum-empty-hancom.hwp::pdf/re-eng-mixed-dotum-empty-hancom-2022.pdf	samples/re-eng-mixed-dotum-empty-hancom.hwp	pdf/re-eng-mixed-dotum-empty-hancom-2022.pdf	re-eng-mixed-dotum-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-dotum-empty-hancom.hwp::pdf/re-eng-mixed-dotum-empty-hancom-hwp-2020.pdf	samples/re-eng-mixed-dotum-empty-hancom.hwp	pdf/re-eng-mixed-dotum-empty-hancom-hwp-2020.pdf	re-eng-mixed-dotum-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-mixed-dotum-times-empty-hancom.hwp::pdf/re-eng-mixed-dotum-times-empty-hancom-2022.pdf	samples/re-eng-mixed-dotum-times-empty-hancom.hwp	pdf/re-eng-mixed-dotum-times-empty-hancom-2022.pdf	re-eng-mixed-dotum-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-dotum-times-empty-hancom.hwp::pdf/re-eng-mixed-dotum-times-empty-hancom-hwp-2020.pdf	samples/re-eng-mixed-dotum-times-empty-hancom.hwp	pdf/re-eng-mixed-dotum-times-empty-hancom-hwp-2020.pdf	re-eng-mixed-dotum-times-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-mixed-malgun-courier-empty-hancom.hwp::pdf/re-eng-mixed-malgun-courier-empty-hancom-2022.pdf	samples/re-eng-mixed-malgun-courier-empty-hancom.hwp	pdf/re-eng-mixed-malgun-courier-empty-hancom-2022.pdf	re-eng-mixed-malgun-courier-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-malgun-courier-empty-hancom.hwp::pdf/re-eng-mixed-malgun-courier-empty-hancom-hwp-2020.pdf	samples/re-eng-mixed-malgun-courier-empty-hancom.hwp	pdf/re-eng-mixed-malgun-courier-empty-hancom-hwp-2020.pdf	re-eng-mixed-malgun-courier-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-mixed-malgun-empty-hancom.hwp::pdf/re-eng-mixed-malgun-empty-hancom-2022.pdf	samples/re-eng-mixed-malgun-empty-hancom.hwp	pdf/re-eng-mixed-malgun-empty-hancom-2022.pdf	re-eng-mixed-malgun-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-malgun-empty-hancom.hwp::pdf/re-eng-mixed-malgun-empty-hancom-hwp-2020.pdf	samples/re-eng-mixed-malgun-empty-hancom.hwp	pdf/re-eng-mixed-malgun-empty-hancom-hwp-2020.pdf	re-eng-mixed-malgun-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-mixed-malgun-times-empty-hancom.hwp::pdf/re-eng-mixed-malgun-times-empty-hancom-2022.pdf	samples/re-eng-mixed-malgun-times-empty-hancom.hwp	pdf/re-eng-mixed-malgun-times-empty-hancom-2022.pdf	re-eng-mixed-malgun-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-malgun-times-empty-hancom.hwp::pdf/re-eng-mixed-malgun-times-empty-hancom-hwp-2020.pdf	samples/re-eng-mixed-malgun-times-empty-hancom.hwp	pdf/re-eng-mixed-malgun-times-empty-hancom-hwp-2020.pdf	re-eng-mixed-malgun-times-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-nospace-batang-arial-empty-hancom.hwp::pdf/re-eng-nospace-batang-arial-empty-hancom-2022.pdf	samples/re-eng-nospace-batang-arial-empty-hancom.hwp	pdf/re-eng-nospace-batang-arial-empty-hancom-2022.pdf	re-eng-nospace-batang-arial-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-batang-arial-empty-hancom.hwp::pdf/re-eng-nospace-batang-arial-empty-hancom-hwp-2020.pdf	samples/re-eng-nospace-batang-arial-empty-hancom.hwp	pdf/re-eng-nospace-batang-arial-empty-hancom-hwp-2020.pdf	re-eng-nospace-batang-arial-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-nospace-batang-empty-hancom.hwp::pdf/re-eng-nospace-batang-empty-hancom-2022.pdf	samples/re-eng-nospace-batang-empty-hancom.hwp	pdf/re-eng-nospace-batang-empty-hancom-2022.pdf	re-eng-nospace-batang-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-batang-empty-hancom.hwp::pdf/re-eng-nospace-batang-empty-hancom-hwp-2020.pdf	samples/re-eng-nospace-batang-empty-hancom.hwp	pdf/re-eng-nospace-batang-empty-hancom-hwp-2020.pdf	re-eng-nospace-batang-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-nospace-batangche-empty-hancom.hwp::pdf/re-eng-nospace-batangche-empty-hancom-2022.pdf	samples/re-eng-nospace-batangche-empty-hancom.hwp	pdf/re-eng-nospace-batangche-empty-hancom-2022.pdf	re-eng-nospace-batangche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-batangche-empty-hancom.hwp::pdf/re-eng-nospace-batangche-empty-hancom-hwp-2020.pdf	samples/re-eng-nospace-batangche-empty-hancom.hwp	pdf/re-eng-nospace-batangche-empty-hancom-hwp-2020.pdf	re-eng-nospace-batangche-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-nospace-dotum-empty-hancom.hwp::pdf/re-eng-nospace-dotum-empty-hancom-2022.pdf	samples/re-eng-nospace-dotum-empty-hancom.hwp	pdf/re-eng-nospace-dotum-empty-hancom-2022.pdf	re-eng-nospace-dotum-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-dotum-empty-hancom.hwp::pdf/re-eng-nospace-dotum-empty-hancom-hwp-2020.pdf	samples/re-eng-nospace-dotum-empty-hancom.hwp	pdf/re-eng-nospace-dotum-empty-hancom-hwp-2020.pdf	re-eng-nospace-dotum-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-nospace-dotum-times-empty-hancom.hwp::pdf/re-eng-nospace-dotum-times-empty-hancom-2022.pdf	samples/re-eng-nospace-dotum-times-empty-hancom.hwp	pdf/re-eng-nospace-dotum-times-empty-hancom-2022.pdf	re-eng-nospace-dotum-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-dotum-times-empty-hancom.hwp::pdf/re-eng-nospace-dotum-times-empty-hancom-hwp-2020.pdf	samples/re-eng-nospace-dotum-times-empty-hancom.hwp	pdf/re-eng-nospace-dotum-times-empty-hancom-hwp-2020.pdf	re-eng-nospace-dotum-times-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-nospace-malgun-courier-empty-hancom.hwp::pdf/re-eng-nospace-malgun-courier-empty-hancom-2022.pdf	samples/re-eng-nospace-malgun-courier-empty-hancom.hwp	pdf/re-eng-nospace-malgun-courier-empty-hancom-2022.pdf	re-eng-nospace-malgun-courier-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-malgun-courier-empty-hancom.hwp::pdf/re-eng-nospace-malgun-courier-empty-hancom-hwp-2020.pdf	samples/re-eng-nospace-malgun-courier-empty-hancom.hwp	pdf/re-eng-nospace-malgun-courier-empty-hancom-hwp-2020.pdf	re-eng-nospace-malgun-courier-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-nospace-malgun-empty-hancom.hwp::pdf/re-eng-nospace-malgun-empty-hancom-2022.pdf	samples/re-eng-nospace-malgun-empty-hancom.hwp	pdf/re-eng-nospace-malgun-empty-hancom-2022.pdf	re-eng-nospace-malgun-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-malgun-empty-hancom.hwp::pdf/re-eng-nospace-malgun-empty-hancom-hwp-2020.pdf	samples/re-eng-nospace-malgun-empty-hancom.hwp	pdf/re-eng-nospace-malgun-empty-hancom-hwp-2020.pdf	re-eng-nospace-malgun-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-nospace-malgun-times-empty-hancom.hwp::pdf/re-eng-nospace-malgun-times-empty-hancom-2022.pdf	samples/re-eng-nospace-malgun-times-empty-hancom.hwp	pdf/re-eng-nospace-malgun-times-empty-hancom-2022.pdf	re-eng-nospace-malgun-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-malgun-times-empty-hancom.hwp::pdf/re-eng-nospace-malgun-times-empty-hancom-hwp-2020.pdf	samples/re-eng-nospace-malgun-times-empty-hancom.hwp	pdf/re-eng-nospace-malgun-times-empty-hancom-hwp-2020.pdf	re-eng-nospace-malgun-times-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-words-batang-arial-empty-hancom.hwp::pdf/re-eng-words-batang-arial-empty-hancom-2022.pdf	samples/re-eng-words-batang-arial-empty-hancom.hwp	pdf/re-eng-words-batang-arial-empty-hancom-2022.pdf	re-eng-words-batang-arial-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-batang-arial-empty-hancom.hwp::pdf/re-eng-words-batang-arial-empty-hancom-hwp-2020.pdf	samples/re-eng-words-batang-arial-empty-hancom.hwp	pdf/re-eng-words-batang-arial-empty-hancom-hwp-2020.pdf	re-eng-words-batang-arial-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-words-batang-empty-hancom.hwp::pdf/re-eng-words-batang-empty-hancom-2022.pdf	samples/re-eng-words-batang-empty-hancom.hwp	pdf/re-eng-words-batang-empty-hancom-2022.pdf	re-eng-words-batang-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-batang-empty-hancom.hwp::pdf/re-eng-words-batang-empty-hancom-hwp-2020.pdf	samples/re-eng-words-batang-empty-hancom.hwp	pdf/re-eng-words-batang-empty-hancom-hwp-2020.pdf	re-eng-words-batang-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-words-batangche-empty-hancom.hwp::pdf/re-eng-words-batangche-empty-hancom-2022.pdf	samples/re-eng-words-batangche-empty-hancom.hwp	pdf/re-eng-words-batangche-empty-hancom-2022.pdf	re-eng-words-batangche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-batangche-empty-hancom.hwp::pdf/re-eng-words-batangche-empty-hancom-hwp-2020.pdf	samples/re-eng-words-batangche-empty-hancom.hwp	pdf/re-eng-words-batangche-empty-hancom-hwp-2020.pdf	re-eng-words-batangche-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-words-dotum-empty-hancom.hwp::pdf/re-eng-words-dotum-empty-hancom-2022.pdf	samples/re-eng-words-dotum-empty-hancom.hwp	pdf/re-eng-words-dotum-empty-hancom-2022.pdf	re-eng-words-dotum-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-dotum-empty-hancom.hwp::pdf/re-eng-words-dotum-empty-hancom-hwp-2020.pdf	samples/re-eng-words-dotum-empty-hancom.hwp	pdf/re-eng-words-dotum-empty-hancom-hwp-2020.pdf	re-eng-words-dotum-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-words-dotum-times-empty-hancom.hwp::pdf/re-eng-words-dotum-times-empty-hancom-2022.pdf	samples/re-eng-words-dotum-times-empty-hancom.hwp	pdf/re-eng-words-dotum-times-empty-hancom-2022.pdf	re-eng-words-dotum-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-dotum-times-empty-hancom.hwp::pdf/re-eng-words-dotum-times-empty-hancom-hwp-2020.pdf	samples/re-eng-words-dotum-times-empty-hancom.hwp	pdf/re-eng-words-dotum-times-empty-hancom-hwp-2020.pdf	re-eng-words-dotum-times-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-words-malgun-courier-empty-hancom.hwp::pdf/re-eng-words-malgun-courier-empty-hancom-2022.pdf	samples/re-eng-words-malgun-courier-empty-hancom.hwp	pdf/re-eng-words-malgun-courier-empty-hancom-2022.pdf	re-eng-words-malgun-courier-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-malgun-courier-empty-hancom.hwp::pdf/re-eng-words-malgun-courier-empty-hancom-hwp-2020.pdf	samples/re-eng-words-malgun-courier-empty-hancom.hwp	pdf/re-eng-words-malgun-courier-empty-hancom-hwp-2020.pdf	re-eng-words-malgun-courier-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-words-malgun-empty-hancom.hwp::pdf/re-eng-words-malgun-empty-hancom-2022.pdf	samples/re-eng-words-malgun-empty-hancom.hwp	pdf/re-eng-words-malgun-empty-hancom-2022.pdf	re-eng-words-malgun-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-malgun-empty-hancom.hwp::pdf/re-eng-words-malgun-empty-hancom-hwp-2020.pdf	samples/re-eng-words-malgun-empty-hancom.hwp	pdf/re-eng-words-malgun-empty-hancom-hwp-2020.pdf	re-eng-words-malgun-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-eng-words-malgun-times-empty-hancom.hwp::pdf/re-eng-words-malgun-times-empty-hancom-2022.pdf	samples/re-eng-words-malgun-times-empty-hancom.hwp	pdf/re-eng-words-malgun-times-empty-hancom-2022.pdf	re-eng-words-malgun-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-malgun-times-empty-hancom.hwp::pdf/re-eng-words-malgun-times-empty-hancom-hwp-2020.pdf	samples/re-eng-words-malgun-times-empty-hancom.hwp	pdf/re-eng-words-malgun-times-empty-hancom-hwp-2020.pdf	re-eng-words-malgun-times-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-font-batang-empty-hancom.hwp::pdf/re-font-batang-empty-hancom-2022.pdf	samples/re-font-batang-empty-hancom.hwp	pdf/re-font-batang-empty-hancom-2022.pdf	re-font-batang-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-batang-empty-hancom.hwp::pdf/re-font-batang-empty-hancom-hwp-2020.pdf	samples/re-font-batang-empty-hancom.hwp	pdf/re-font-batang-empty-hancom-hwp-2020.pdf	re-font-batang-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-font-batang-hancom.hwp::pdf/re-font-batang-hancom-2022.pdf	samples/re-font-batang-hancom.hwp	pdf/re-font-batang-hancom-2022.pdf	re-font-batang-hancom	2022	2022	hwp	pdf	other
samples/re-font-batang-hancom.hwp::pdf/re-font-batang-hancom-hwp-2020.pdf	samples/re-font-batang-hancom.hwp	pdf/re-font-batang-hancom-hwp-2020.pdf	re-font-batang-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-font-batangche-empty-hancom.hwp::pdf/re-font-batangche-empty-hancom-2022.pdf	samples/re-font-batangche-empty-hancom.hwp	pdf/re-font-batangche-empty-hancom-2022.pdf	re-font-batangche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-batangche-empty-hancom.hwp::pdf/re-font-batangche-empty-hancom-hwp-2020.pdf	samples/re-font-batangche-empty-hancom.hwp	pdf/re-font-batangche-empty-hancom-hwp-2020.pdf	re-font-batangche-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-font-batangche-hancom.hwp::pdf/re-font-batangche-hancom-2022.pdf	samples/re-font-batangche-hancom.hwp	pdf/re-font-batangche-hancom-2022.pdf	re-font-batangche-hancom	2022	2022	hwp	pdf	other
samples/re-font-batangche-hancom.hwp::pdf/re-font-batangche-hancom-hwp-2020.pdf	samples/re-font-batangche-hancom.hwp	pdf/re-font-batangche-hancom-hwp-2020.pdf	re-font-batangche-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-font-dotum-empty-hancom.hwp::pdf/re-font-dotum-empty-hancom-2022.pdf	samples/re-font-dotum-empty-hancom.hwp	pdf/re-font-dotum-empty-hancom-2022.pdf	re-font-dotum-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-dotum-empty-hancom.hwp::pdf/re-font-dotum-empty-hancom-hwp-2020.pdf	samples/re-font-dotum-empty-hancom.hwp	pdf/re-font-dotum-empty-hancom-hwp-2020.pdf	re-font-dotum-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-font-dotum-hancom.hwp::pdf/re-font-dotum-hancom-2022.pdf	samples/re-font-dotum-hancom.hwp	pdf/re-font-dotum-hancom-2022.pdf	re-font-dotum-hancom	2022	2022	hwp	pdf	other
samples/re-font-dotum-hancom.hwp::pdf/re-font-dotum-hancom-hwp-2020.pdf	samples/re-font-dotum-hancom.hwp	pdf/re-font-dotum-hancom-hwp-2020.pdf	re-font-dotum-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-font-dotumche-empty-hancom.hwp::pdf/re-font-dotumche-empty-hancom-2022.pdf	samples/re-font-dotumche-empty-hancom.hwp	pdf/re-font-dotumche-empty-hancom-2022.pdf	re-font-dotumche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-dotumche-empty-hancom.hwp::pdf/re-font-dotumche-empty-hancom-hwp-2020.pdf	samples/re-font-dotumche-empty-hancom.hwp	pdf/re-font-dotumche-empty-hancom-hwp-2020.pdf	re-font-dotumche-empty-hancom	2020	hwp-2020	hwp	pdf	blank
samples/re-font-dotumche-hancom.hwp::pdf/re-font-dotumche-hancom-2022.pdf	samples/re-font-dotumche-hancom.hwp	pdf/re-font-dotumche-hancom-2022.pdf	re-font-dotumche-hancom	2022	2022	hwp	pdf	other
samples/re-font-dotumche-hancom.hwp::pdf/re-font-dotumche-hancom-hwp-2020.pdf	samples/re-font-dotumche-hancom.hwp	pdf/re-font-dotumche-hancom-hwp-2020.pdf	re-font-dotumche-hancom	2020	hwp-2020	hwp	pdf	other
samples/re-font-gulim-empty-hancom.hwp::pdf/re-font-gulim-empty-hancom-2022.pdf	samples/re-font-gulim-empty-hancom.hwp	pdf/re-font-gulim-empty-hancom-2022.pdf	re-font-gulim-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-gulim-empty-hancom.hwp::pdf/re-font-gulim-empty-hancom-hwp-2020.pdf	samples/re-font-gulim-empty-hancom.hwp	pdf/re-font-gulim-empty-hancom-hwp-2020.pdf	re-font-gulim-empty-hancom	2020	hwp-2020	hwp	pdf	blank
